이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,키워드
아마 신촌본점,인도음식,4.5,162,"서울 서대문구 연세로7길 24 2층
(지번) 창천동 52-67",37.55781491,126.9354363,0507-1309-9302,"사모사 （Samosa, 2pcs） (4,000원), 탄두리 치킨 반마리 （Tandoori Chicken, Half） (10,000원), 탄두리 치킨 한마리 （Tandoori Chicken, Whole） (17,000원), 치킨 티카 마살라 （Chicken Tikka Masala） (13,000원), 치킨 코르마 （Chicken Korma） (13,000원), 램 마살라（Lamb masala） (13,000원), 치킨 마크니 （Chicken Makahni） (13,000원), 램 라바비 （Lamb Nababi） (14,000원), 팔락 파니르 （Palak Paneer） (13,000원), 치즈 난 （Cheese Naan） (4,500원), 램 브리야니 （Lamb Briyani） (11,500원), 베지파코라 （Veg.Pakaura） (8,000원), 파파드 （Papad） (3,000원), 치킨칠리 （Chicken Chilly） (12,000원), 야채크림 스프 （Veg.Soup） (4,000원), 토마토 스프 （Tomato Soup） (4,000원), 신선한 야채 샐러드 （Green Salad） (4,000원), 인디안 샐러드 （Indian Salad） (5,000원), 탄두리 치킨 샐러드 （Tandoori Chicken Salad） (8,000원), 탄두리 프라운 （Tandoori Prawn, 4pcs） (16,000원), 양고기 탄두리 （Lamb Tandori, 8pcs） (17,000원), 치킨 티카 （Chicken Tikka, 8pcs） (12,000원), 치킨 빈달루 （Chicken Vindaloo） (14,000원), 치킨 도 피아자 （Chicken Do Pyzzu） (13,000원), 램 빈달루 （Lamb Vindaloo） (15,000원), 프라운 삭 커리 （Prawn Sag Curry） (14,000원), 프라운 빈달루 （Prawn Vindaloo） (14,000원), 칠리 프라운 커리 （Chilly Prawn Curry） (14,000원), 파니르 버터 마살라 （Paneer Butter Masala） (13,000원), 믹스베지테블 커리 （Mix Vegetable Curry） (12,000원)",영업시간 매일 11:00 ~ 22:00,"이색적인분위기, 분위기좋은, 이국적인, 이색적인, 대중적인, 치킨, 인도카레, 인도요리, 런치세트, 피클, 나들이, 신선한"
청안식탁,한식,4.5,92,"서울 서대문구 충정로4길 21
(지번) 충정로3가 282-2",37.56046952,126.9642794,02-363-7890,"이북식 닭개장(보통) (10,000원), 닭죽(보통) (9,000원), 청안묵 (1/2) (8,000원), 매콤닭무침 (1/2) (10,000원), 닭똥집 (저녁메뉴) (16,000원), 청안전 (저녁메뉴) (18,000원), 파전 (저녁메뉴) (18,000원), 먹태구이 (저녁메뉴) (15,000원), 닭한마리찜 (저녁메뉴) (33,000원)",영업시간 월~금 11:30 ~ 21:30 · 휴게시간 월~금 15:00 ~ 17:20,"맛있는, 건강한, 오래된, 깔끔한, 깔끔하고, 닭개장, 닭무침, 닭한마리, 파전, 묵은지, 단체모임, 점심식사, 혼자갈만한, 가성비, 외식"
천진분식,중국요리,4.5,92,"서울 서대문구 이화여대5길 7
(지번) 대현동 56-24",37.55827966,126.9452692,02-364-0410,"짜장면 (5,000원), 군만두 (5개) (4,500원), 볶음밥 (6,500원), 완탕국밥 (8,500원), 장춘냉국수 (6,000원), 칭따오 (6,000원)",영업시간 월~토 09:30 ~ 20:00,"가성비좋은, 친절한, 맛있는, 좁은, 칼칼한, 완탕, 군만두, 짜장면, 볶음밥, 짬뽕, 혼자갈만한, 단골, 추억, 재주문, 시계"
연대북문우리집,한식,4.8,65,"서울 서대문구 연희로26길 23 1층 101호
(지번) 연희동 75-18",37.57299103,126.9369634,02-333-2330,"우리집 집밥(된장찌개/한우미역국 중 택일) (20,000원), 전복집밥(된장찌개 + 활전복) (30,000원), 전복죽(완도산 활참전복) (30,000원), 한우불고기(소) (40,000원), 한우불고기(중) (55,000원), 한우불고기(대) (70,000원), 제주 옥돔구이(중) (50,000원), 제주 옥돔구이(대) (60,000원), 제주 옥돔구이(특대) (70,000원), 한우 박고지 김밥 (20,000원), 명품모듬김밥(전복4,옥돔4,한우4+된장국)(전일 예약 2개 이상 주문 가능 + TAKEOUT ONLY) (30,000원)","영업시간 금~목 11:30~21:00, 14:30~17:00 브레이크타임, 월 정기휴무","음식이맛있어요, 재료가신선해요, 친절해요, 특별한메뉴가있어요, 떡볶이, 김밥, 전복김밥, 옥돔김밥, 현미수제비, 떡국, 피크닉, 단골집, 건강한, 한끼, 정성가득, 가족모임, 혼자갈만한"
씨케이브,해산물,4.5,131,"서울 서대문구 연희로 89-12 102호
(지번) 연희동 188-79",37.56655527,126.9298605,070-4791-6972,"SEA CAVE Signature Board(2인) (70,000원), Triple Cheese Squid gnocchi (25,000원), Smoked Oyster tagliatelle (18,000원), Fish and chips (14,000원), Deep fried calamari (10,000원), Pan seared calamari (9,500원), Cold smoked oyster Plate 7pc (18,000원), Cold Smoked salmon Plate (15,000원), Salmon pate & cracker (9,000원), SEA CAVE Brunch Plate (22,000원), Smoked Oyster Mushroom Open Toast (15,000원)",영업시간 매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30,"편안함, 신선한, 친절한, 맛있는, 데이트하기좋은, 시그니처, 씨푸드, 다이닝바, 공방, 피쉬앤칩스, 브런치, 단골, 데이트코스, 가족과함께, 저녁식사"
지오짱조개구이,조개,4.7,80,"서울 서대문구 연세로5가길 15 1층
(지번) 창천동 57-19",37.55719267,126.935749,02-333-2236,"모둠조개전골 (60,000원), 가리비회 (30,000원), 가리비통찜 (30,000원), 소라통찜 (30,000원), 통백합찜 (30,000원), 새우소금구이 (30,000원), 새우버터치즈구이 (30,000원), 통백합탕 (30,000원), 모둠조개찜 (60,000원), 치즈추가 (모짜렐라와 체다의 만남) (3,000원)",영업시간 매일 17:00 ~ 23:30,"음식이맛있어요, 재료가신선해요, 친절해요, 양이많아요, 특별한메뉴가있어요, 조개구이, 떡볶이, 김밥, 전복김밥, 옥돔김밥, 현미수제비, 떡국, 피크닉, 단골집, 건강한, 한끼, 정성가득, 가족모임, 혼자갈만한"
홍제 카카레,일식,4.5,245,"서울 서대문구 홍제내길 124 지하1층
(지번) 홍제동 334-87",37.58779475,126.9365223,02-6941-0126,"2인세트 1 (48,000원), 2인 세트 2 (45,000원), 2인 세트 3 (40,000원), 1인세트 1 (17,000원), 1인세트 2 (17,000원), 멘치카츠 카카레 (11,000원), 비프 카카레 (11,000원), 제주 로스카츠 카카레 (11,500원), 모듬 고로게 (15,000원), 차돌 야끼소바 (16,000원), 오코노미야끼 (16,000원), 간사이 어묵탕 (18,000원), 미박항정 미소야끼 (21,000원), 모야시노 수제함바그 (23,000원)",영업시간 월 17:30 ~ 23:00,"음식이맛있어요, 인테리어가멋져요, 친절해요, 매장이청결해요, 특별한메뉴가있어요, 카레, 조개구이, 멘치카츠, 로스카츠, 셀프바, 반찬리필, 제주산, 돈까스, 기린생맥주, 분위기좋아요, 편안한, 아늑한, 데이트, 가족모임, 혼밥러"
미네르바,커피전문점,4.5,58,"서울 서대문구 명물길 18 2층
(지번) 창천동 13-26",37.55768899,126.9378519,02-3147-1327,"아메리카노 (6,000원), 까페라뗴 (7,000원), 사이폰 커피 (17,000원), 드립커피 (8,500원), 얼그레이 (6,500원), 아인슈페너 (7,000원)",영업시간 월~토 10:00 ~ 21:00,"커피가맛있어요, 인테리어가멋져요, 친절해요, 대화하기좋아요, 특별한메뉴가있어요, 커피, 드립커피, 카페라떼, 블렌딩커피, 분위기좋아요, 아늑한, 신촌, 레트로, 클래식, 원두커피, 핸드드립, 격자무늬창문, 커피숍, 과거의기억, 추억, 가격대"
키친31,"호프,요리주점",4.5,544,"서울 서대문구 연세로4길 52 1층
(지번) 창천동 5-86",37.55820927,126.939325,02-312-6709,"2~3인 사시미 (75,000원), 참께사시미의 호소마키 (38,000원), 명란스파게티 (22,000원), 야키멘타이코 (22,000원), 치킨난반 (22,000원), 1인사시미 (45,000원), 배추우삼겹나베 (32,000원), 깨소금양념오이 (9,000원)",영업시간 월~토 17:00 ~ 24:00,"음식이맛있어요, 술이다양해요, 대화하기좋아요, 특별한메뉴가있어요, 기본안주가좋아요, 조개구이, 모듬회, 사시미, 술잔, 사케, 치킨난반, 이자카야, 분위기좋아요, 친절해요, 신선한, 신촌, 카카레, 바, 혼술, 가성비, 데이트, 회식, 혼밥
"
타코몽,일식,4.5,202,"서울 서대문구 신촌로 49 1층
(지번) 창천동 112-14",37.55704106,126.932082,02-334-8106,"오코노미야끼 (16,000원), 야끼우동 (17,000원), 타코야끼 10개 (6,500원)","영업시간 금일 16:00 - 22:30 (21:30 라스트오더), 월 정기휴무, 화목 16:00 - 22:30 (21:30 라스트오더)","아담한,아기자기,친절한,맛있는,귀여운,야끼우동,타코야끼,오코노미야끼,피규어,숨은,데이트,가성비,독서실,평일저녁"
안테이쿠,일본식주점,4.5,97,"서울 서대문구 연세로11길 22 지하 1층
(지번) 창천동 52-156",37.5590256,126.9356339,070-7773-9677,"하카타돈코츠나베 (19,000원), 라자냐볼로네제 (14,000원), 시오야끼파스타 (18,000원), 치킨가라아게(한판) (17,000원), 포테야끼 (12,000원), 라임하이볼 (5,000원), 레몬츄하이 (6,000원)","영업시간 월,화,수,목,일 17:00 ~ 01:00","맛있는,다양한,친절한,인테리어멋진,아기자기한,하이볼,일본식나베,라자냐,가라아게,애니테마,데이트코스,단골,술한잔,프라이빗,사진찍기좋은,JPOP,노포,신촌"
공작 퓨전비스트로,"호프,요리주점",4.6,200,"서울 서대문구 연희맛로 17-35 1층
(지번) 연희동 190-10",37.5665051,126.9283751,02-323-5433,"해물들깨크림탕 (25,000원), 로제베이컨도삭면 (18,000원), 계절조개술찜 (26,000원), 크림고구마프라이 (15,000원), 트러플꿀꽈배기 (12,000원), 제철나물갑오징어초회 (15,000원), 아롱사태 스키야끼 수육 (22,000원), 표고 닭목살 유린기 (18,000원), 알리오올리오떡볶이 (14,000원)","영업시간 화~목 16:00~24:00 (라스트오더 23:00), 금~토 16:00~01:00 (라스트오더 00:00), 일 16:00~24:00 (라스트오더 23:00), 월요일 정기휴무","다양한,친절한,맛있는,데이트하기좋은,깔끔한,하이볼,위스키,퓨전음식,혼술,유린기,술한잔,데이트코스,단체모임,평일저녁,단골집"
보틀라운지,카페,4.8,72,"서울 서대문구 홍연길 26 1층
(지번) 연희동 708",37.57518282,126.9284745,02-3144-0703,"아메리카노 (4,500원), 카페라떼 (5,500원), 카푸치노 (5,500원), 바닐라빈라떼 (6,000원), 플랫화이트 (5,000원), 딸기소이라떼 (6,500원), 쑥두유라떼 (6,000원), 딸기에이드 (6,500원), 레몬에이드 (6,000원), 레몬티 (6,000원), 두유밀크티 (6,000원), 보리 미숫가루 (6,000원), 카모마일 멜란지 (6,000원), 녹차만당 (6,000원), 모어댄루이보스 (6,000원), 유기농우엉차 (5,000원), 유기농 작두콩차 (5,000원), 두유 스콘 (3,000원), 비건초코쿠키 (3,000원), 판콘토마테 (6,000원), 비건피즈파니니 (7,500원), 아몬드 초코쿠키 (3,000원)",영업시간 매일 11:30 ~ 21:00,"조용하고,따뜻한,귀여운,다양한,편안함,스콘,반려동물,디저트,라떼,아메리카노,노트북,브런치,넓은공간,독서실"
탭스터,"호프,요리주점",4.7,68,"서울 서대문구 증가로 1 1층 103호
(지번) 연희동 134-16",37.5686547,126.9318921,070-7576-2448,"고르곤졸라 피자 (20,500원), 비스마르크 피자 (23,000원), 카사바 칩 (7,500원), 페페로니 피자 (21,900원), 소세지 & 감자 (21,500원), 윙봉 감자 (20,500원), 트러플 프라이즈 (9,800원), 생맥주등은 가격이 변동될 수 있습니다. (변동가격)","영업시간 목~금 18:00-23:00, 토~일 17:00-23:00 (22:00 라스트오더), 월·화·수 정기휴무","아늑한,깔끔한,편안한,기분좋은,조용한,필스너우르켈,하이볼,수제맥주,감자튀김,피자,혼술,데이트코스,평일저녁,단골집,맥주덕후"
네마커피,커피전문점,4.5,88,"서울 서대문구 거북골로 208-1 2층
(지번) 북가좌동 316-32",37.57902558,126.9083096,0507-1322-0703,"아메리카노 (4,700원)",영업시간 월~금 08:00 ~ 21:00,"다양한,달달한,편안함,맛있는,고소한,플랫화이트,에이드,소세지,치아바타,소금빵,노트북,브런치,식사대용,기분전환,사진찍기좋은"
잘루,카페,4.5,85,"서울 서대문구 연희로11나길 7-5 지하1층
(지번) 연희동 128-26",37.56738665,126.9282627,0502-5550-2048,"사랑의 열매, 딸기 라떼 (7,000원), 고구마 푸딩 (7,000원), 사랑, 아메리카노 (4,800원), 사랑, 카페 라떼 (5,500원), 바나나푸딩 (6,800원), 바스크 치즈 케이크 (8,800원), 충만, 바닐라 라떼 (6,500원), 기쁨, 얼그레이 라떼 (6,500원), 신뢰, 오트 라떼 (6,500원), 위로, 밀크티 (6,800원), 인내, 말차 라떼 (6,500원), 인내, 호지차 라떼 (6,500원), 결단, 쇼콜라 라떼 (6,200원), 건강, 고구마 라떼 (6,200원), 티라미수 (7,400원), 지혜, 티 (5,500원), 희노애락, 티 (5,500원), 평안, 디카페인 (변동가격), 사랑의 온기, 꿀생강차 (5,500원), 쇼콜라 푸딩 (바나나/ 딸기) (7,600원)",영업시간 월~토 12:00 ~ 22:00,"모던하고,맛있는,편안함,따뜻한,친절한,디저트,티라미수,바나나푸딩,루이보스,밀크티,노트북,선물용,기분전환,사진찍기좋은,데이트코스"
나주향 나주곰탕,곰탕,5,197,"서울 서대문구 증가로 101 1층
(지번) 남가좌동 329",37.57608444,126.9255504,02-306-1088,"나주곰탕 (9,000원), 특(양)곰탕 (11,000원), 만두곰탕 (9,000원), 나주갈비탕 (13,000원)",영업시간 매일 10:30 ~ 21:00,"따뜻한,깔끔한,깔끔하고,담백한,넉넉한,나주갈비탕,뚝배기,수육,밥집,차돌양지,전통적인,든든한식사,단골집,혼자갈만한,건강식"
찜우동,"돈까스,우동",4.6,65,"서울 서대문구 간호대로3길 58 1층
(지번) 홍제동 277-27",37.59433199,126.9475298,010-4211-5622,"어묵우동 (7,000원)",영업시간 화~일 12:00~23:00 월 정기휴무,"노포,친절한,다양한,맛있는,추억의,우삼겹,주먹밥,분식,떡볶이,김치전,가성비,단골,동네맛집,혼자갈만한,도장
"
시누아즈,중식,4.7,285,"서울 서대문구 연희로 32-1 2층
(지번) 창천동 445",37.56162131,126.9272937,02-336-9110,"LUNCH COURSE (37,000원), DINNER COURSE (57,000원), 오향버터와 깜파뉴 (3,000원), 멘보샤 (7,000원), 춘권 (8,000원), 마라 감자 (14,000원), 표고 탕수 (15,000원), 중화풍 타르타르 (16,000원), 마라 오리 콩피 (26,000원), 태국식 항정살구이 (28,000원), 중국식 사태조림 (32,000원), 절임채소 메로구이 (34,000원), 리치셔벗과 오미자시미로 (6,000원), 오렌지 자스민 아이스크림 (6,000원), 티라미슈 (8,000원)","영업시간 월,수,목,금,토,일 12:00 ~ 23:00 · 휴게시간 월,수,목,금,토,일 15:10 ~ 17:30","이색적인,좁은,신기한,바삭한,독특한,멘보샤,춘권,오미자,혼자갈만한

"
고미소곱창,"곱창,막창",4.5,56,"서울 동대문구 왕산로 228 1층
(지번) 전농동 597-38",37.58182434,127.0477608,02-969-8883,"곱창 (1인분) (28,000원), 대창 (1인분) (26,000원), 막창 (1인분) (26,000원), 특양 (1인분) (28,000원), 양대창 (1인분) (27,000원), 모듬(1인분) (25,000원), 염통(1인분) (15,000원), 우삼겹(1인분) (30,000원), 차돌박이(1인분) (28,000원), 볶음밥 (4,000원), 치즈 (2,000원), 날치알 주먹밥 (4,000원), 한우 된장밥(소) (5,000원), 한우 된장밥(대) (10,000원), 간, 천엽(소) (5,000원), 간, 천엽(대) (10,000원), 계란찜 (5,000원), 공기밥 (1,000원), 소주 (5,000원), 맥주 (6,000원), 청하 (6,000원), 산사춘 (9,000원), 백세주 (9,000원), 복분자 (13,000원), 음료수 (2,000원)",영업시간 월~토 12:00 ~ 22:30,"맛있는,쾌적한,신선한,친절한,깔끔한,볶음밥,염통,간천엽,대창,단체모임,동네맛집,캠핑,단골,추억
"
현고대닭발 본점,닭요리,4.7,74,"서울 동대문구 제기로2가길 3 1층
(지번) 제기동 67-64",37.58535937,127.0346306,02-928-9995,"원조닭발 (9,000원), 만만한닭발 (9,000원), 무뼈닭발 (14,500원), 오돌뼈 (11,000원), 닭갈비 (11,000원), 돼지갈비 (11,000원), 닭똥집 (7,500원), 계란찜 (5,500원), 주먹밥 (4,500원), 잔치국수 (4,500원), 소주 (5,000원), 맥주 (5,000원), 막걸리 (3,500원), 음료수 (2,000원), 청하 (5,500원), 복분자 (12,000원)",영업시간 월~토 13:00 ~ 23:55,"노포,닭발,주먹밥,매운맛,닭똥집,숨어있는"
신솔돈,"육류,고기",5,132,"서울 동대문구 하정로5길 1 1층
(지번) 신설동 98-8",37.57597687,127.0262647,010-8313-8859,"목살 (150g) (17,000원), 가브리살 (150g) (19,000원), 항정살 (150g) (19,000원)",영업시간 매일 11:00 ~ 23:00,"깔끔하고,고급스러운,맛있는,깔끔한,최상급,목살,가브리살,항정살,삼겹살,하이볼,단체모임,프라이빗룸,가족과함께,접근성,데이트코스"
전농곱창싱,"곱창,막창",4.7,104,"서울 동대문구 전농로14길 14 1층
(지번) 전농동 15-42",37.57615122,127.0582225,02-2248-6191,"곱창전골 (대) (45,000원), 곱창전골 (중) (40,000원), 곱창전골 (소) (35,000원), 싱 (중) (40,000원), 싱 (소) (35,000원)",영업시간 월~토 11:00 ~ 22:00,"깨끗한,깔끔한,친절한,맛있는,노포,소곱창,돼지곱창,곱창전골,볶음밥,숨은맛집,신선한,무한리필,단골,술한잔"
해다원해물찜,"해물,생선",4.5,112,"서울 동대문구 천호대로85길 17
(지번) 장안동 433-21",37.56286301,127.066204,02-2242-8449,"전복해물된장 (14,000원), 곤드레솥밥 (13,000원), 코다리조림 (12,000원), 낙지연포탕 (12,000원), 낙지덮밥 (12,000원), 아구탕/지리 (10,000원), 대구당/지리 (10,000원), 알탕 (10,000원), 아구/대구 탕/지리 (10,000원), 아구 알탕 / 대구 알탕 (10,000원), 프리미엄해물찜 (소) (45,000원), 아낙찜 (소) (39,000원), 아구찜 (소) (35,000원), 해물탕 (중) (56,000원), 대구탕 (소) (25,000원), 아구탕 (소) (25,000원), 알탕 (소) (25,000원), 대아알탕 (소) (25,000원), 코다리조림 (소) (25,000원), 소라무침 (24,000원), 오삼불고기 (26,000원), 낙지볶음 (52,000원), 문어숙회 (29,000원), 통오징어양념구이 (26,000원), 왕새우구이 (28,000원), 해물부추전 (17,000원), 부추전 (10,000원), 계란말이 (10,000원), 오삼불고기 (점심특선) (10,000원), 힘찬장어양념구이 (26,000원), 낙지볶음 (소) (35,000원)",영업시간 월~금 11:00 ~ 22:30,"신선한,푸짐한,매콤한,다양한,넓은,아구찜,알탕,동태탕,볶음밥,부침개,동네맛집,점심식사,외식,단골집,어버이날"
