이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,한줄평
꽃보다소참숯불구이 황토골,갈비,4.4,53,"서울 용산구 원효로58길 39
(지번) 신계동 24-12",37.53454683,126.9638269,02-701-2889,"소갈비살(500g) (46,000원), LA갈비(500g) (37,000원), 삼겹살(200g) (13,000원), 소금구이(200g) (13,000원)",월~토 11:00 ~ 23:00,
mtl 효창,카페,3.3,185,"서울 용산구 효창원로69길 25 1층
(지번) 효창동 5-160",37.54203159,126.9609022,070-4259-3113,"Custard Coffee (6,500원), Filter Coffee (변동가격), 아메리카노 (5,800원), 카페라떼 (6,500원), 피콜로라떼 (6,300원), 카페 모카 (7,000원), 바닐라 라떼 (7,000원), 콜드브루 (6,500원), 초콜릿 드링크 (7,000원), 코코 파인애플 (7,000원), 레몬 오렌지 에이드 (7,200원), 세러니티 (6,500원), 후르츠 드림 (6,500원), 루이보스 슈프림 (6,500원), 들깨 페스토 머쉬룸 샌드위치 (12,500원), 당근 라페 잠봉 샌드위치 (14,500원), 머쉬룸 크림 수프 (8,500원), 토마토 베이컨 수프 (8,800원), 그래놀라 요거트 볼 (9,500원), 체리 콜드 크림 라떼 (6,800원)",영업시간 매일 08:00 ~ 21:00,
엔와이84.8,카페,4.5,32,"서울 용산구 한강대로 268 2층
(지번) 남영동 84-8",37.54220789,126.9730796,,"자몽티 (4,000원), 레몬티 (4,000원), 오렌지레몬티 (4,000원), 생과일 오렌지주스 (4,500원), 생과일 청포도주스 (4,500원)",영업시간 월~토 10:00 ~ 21:00,
대관령목장,"육류,고기",3.5,14,"서울 용산구 한강대로 287-1
(지번) 갈월동 87-14",37.54400185,126.9718013,02-714-4565,"차돌박이 (150g) (7,500원), 부채살 (150g) (8,500원), 꽃등심 (150g) (9,500원), 소갈비살 (150g) (10,000원), 소한마리 (600g) (29,000원)",매일 11:30 ~ 22:30,
소담서울,한식,4.8,63,"서울 용산구 한강대로46길 12 지하1층,1-4층
(지번) 한강로2가 107-1",37.53114363,126.9708885,070-4155-9292,"(점심) 소불고기(1인분) 240g (16,000원), 소담서울 정식(평일점심) (25,000원), LA생갈비(소) 400g (52,000원), LA생갈비(중) 800g (96,000원), 소갈비살(소) 300g (41,000원), 소갈비살(중) 600g (78,000원), 양념 소갈비살(소) 300g (42,000원), 양념 소갈비살(대) 600g (79,000원), 육사시미(250g) (33,000원), 육회(180g) (25,000원), 소고기듬뿍 고추장찌개 (12,000원), 뚝배기 매콤 리조또 (8,000원), 뚝배기 청양크림 리조또 (8,000원), 물냉면 (8,000원), 비빔냉면 (8,000원)",월~토 11:30 ~ 22:30 · 휴게시간 월~금 14:30 ~ 17:30,
한담곱창,"곱창,막창",4.5,68,"서울 용산구 새창로 209 1층
(지번) 한강로2가 2-194",37.53067463,126.9670075,02-794-0636,메뉴 없음,월~금 16:00 ~ 22:50,
두리식당,한식,3.8,23,"서울 용산구 청파로 273
(지번) 청파동3가 50-1",37.54394105,126.9704139,02-704-9552,"된장찌개 (6,000원), 김치찌개 (7,000원), 동태찌개 (8,000원), 부대찌개 (8,000원), 비빔밥 (7,000원), 북어찜백반 (8,000원), 순두부 (6,000원), 돌솥비빔밥 (8,000원), 제육볶음밥 (8,000원), 오징어덮밥 (8,000원), 김치볶음밥 (8,000원), 우렁된장 (7,000원), 청국장 (7,000원), 콩비지탕 (7,000원), 육개장 (8,000원), 소내장탕 (9,000원), 떡국 (6,000원), 떡만두국 (7,000원), 떡라면 (5,000원), 콩국수 (7,000원)",영업시간 월~토 06:10 ~ 20:30 · 휴게시간 월~토 14:30 ~ 16:30,
오잇(OEAT),카페,4.2,337,"서울 용산구 신흥로 95 건물전체
(지번) 용산동2가 1-471",37.54553516,126.9850909,02-2088-3702,"아메리카노 (6,000원)",매일 12:00 ~ 22:00,
모모야 이촌동본점,"돈까스,우동",4.1,42,"서울 용산구 이촌로 248 맨숀아파트 1층
(지번) 이촌동 300-153",37.51938659,126.975026,02-798-9922,"히레카츠정식(레귤러)(150g) (18,000원), 히레카츠정식(점보)(200g) (20,000원), 로스카츠정식(레귤러)(150g) (17,000원), 로스카츠정식(점보)(200g) (19,000원), 장어덮밥 (18,000원), 히레카츠 (1조각)(50g) (5,000원), 로스카츠 (1조각)(90g) (6,000원), 생선카츠 (1조각)(50g) (6,000원), 카레추가 (3,000원), 콜라/스프라이트 (3,000원), 카스(330ml) (5,000원), 아사히(350ml) (7,000원), 모모야 모듬정식 (24,000원), 에비동 (14,000원), 카레동 (12,000원), 돈코츠라멘 (11,000원), 가쯔오우동 (9,000원), 치즈카츠 정식 (19,000원), 생선카츠 정식 (19,000원), 로스+히레카츠 정식 (17,000원), 히레+생선카츠 정식 (19,000원), 로스+생선카츠 정식 (18,000원), 히레+새우카츠 정식 (22,000원), 로스+새우카츠 정식 (21,000원), 에비동 정식 (17,000원), 카츠동 정식 (15,000원), 믹스동 정식 (17,000원), 카레동 정식 (15,000원), 탄탄멘 (11,000원), 카레우동 (13,000원), 나베 (11,000원), 김치나베 (13,000원), 얼큰해장나베 (12,000원), 냉소바(여름한정) (12,000원), 냉라멘(여름한정) (13,000원), 우나기동 단품 (18,000원), 우나기동 정식 (21,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 14:30 ~ 17:30,
더트러플베이커리,"제과,베이커리",3.4,233,"서울 용산구 대사관로5길 19 1-2층
(지번) 한남동 685-12",37.5351061,127.000475,,메뉴 없음,영업시간 매일 10:30 ~ 18:30,
헤이,카페,3.4,212,"서울 용산구 올림픽대로 2085-96 THE RIVER 1층
(지번) 용산동6가 451",37.50803151,126.9845515,02-536-1977,"아메리카노(HOT) (7,000원)",영업시간 매일 12:00 ~ 21:00,
아이엠베이글 용산점,카페,4.5,201,"서울 용산구 서빙고로 17 제몰동 1층 1098,1099호
(지번) 한강로3가 98",37.5257664,126.9678526,070-7788-2881,"햄에그치즈 샌드위치 (7,300원), 크랜베리치킨 샌드위치 (8,800원), 크랩아보카도 샌드위치 (8,800원), 그라브락스 샌드위치 (9,300원), 사과잠봉에멘탈 샌드위치 (9,300원), 필리치즈 샌드위치 (9,800원)",영업시간 월~금 08:00 ~ 20:00,
김불시대,"불고기,두루치기",4.4,47,"서울 용산구 한강대로15길 23 1층
(지번) 한강로3가 40-171",37.52612974,126.963173,02-794-6031,메뉴 없음,월~금 10:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00,
돌삼레스토랑,한식,4.3,10,"서울 용산구 한강대로62길 26 1층
(지번) 한강로1가 231-23",37.53379162,126.97333,02-790-8156,"왕갈비탕 (18,000원), 유기농 버섯 산채 솥밥 (14,000원), 특갈비탕 (20,000원), 친환경 곤드레 나물 솥밥 (15,000원), 유기농 무 버섯 솥밥 (16,000원), LA갈비구이 정식 (29,000원), 소갈비찜 정식 (30,000원), 묵은지 삼겹 뚝배기 (12,000원), 뚝배기 불고기 (15,000원), 돌삼국밥 (10,000원), 돼지고기 수육 & 골뱅이무침 (38,000원), 묵은지 등갈비 전골(2~3인용) (37,000원), 묵은지 등갈비 전골(4~5인용) (46,000원), 청국장 (10,000원), 코다리찜 (12,000원)",영업시간 월~토 11:30 ~ 21:00 · 휴게시간 월~토 15:00 ~ 17:00,
이즈비,양식,4.5,32,"서울 용산구 이태원로20길 24 1층
(지번) 이태원동 74-22",37.53328288,126.9922549,02-797-2689,"감바스 알 아히요 (23,000원), 해산물토마토파스타 (16,000원), 투움바파스타 (17,000원), 알리오올리오 (15,000원), 이베리코 큐브스테이크 (24,000원), 페퍼로니피자 (19,500원), 부처스피자 (20,000원), 스테이크샐러드 (24,000원), 이즈비샐러드 (9,000원), 볼로네제파스타 (17,000원), 베이컨토마토파스타 (16,000원), 감베로니로제파스타 (16,000원), 베이컨크림파스타 (17,000원), 새우날치알크림파스타 (17,000원), 해산물먹물리조또 (17,000원), 새우크림리조또 (15,000원), 베이컨로제리조또 (16,000원), 명란오일파스타 (17,000원), 매콤해산물볶음밥 (15,000원), 자몽에이드 (4,000원), 오렌지에이드 (4,000원), 콜라 (3,000원), 사이다 (3,000원), 에델바이스 생맥주 (8,000원), 리치몬드라거 (8,000원), 클라우드 (6,000원), 하우스 와인 (9,000원), 떼르데론 레드 (44,000원), 말벡 도멘뒤 샤르보니에 (55,000원), 폴드코스트 로제 (39,000원), 리유니트 모스카토(175ml) (8,000원), 샤또 레 베르니유 화이트 (45,000원)",월~토 11:30 ~ 22:00 · 휴게시간 월~금 15:30 ~ 17:00,
레뽀드라라 신용산점,커피전문점,4.3,934,"서울 용산구 한강대로7길 6 1층
(지번) 한강로3가 40-605",37.52429826,126.9625529,010-2814-3319,메뉴 없음,영업시간 월~금 08:00 ~ 21:00,
감베로니,이탈리안,4.6,38,"서울 용산구 한강대로81길 5
(지번) 갈월동 89-22",37.54297934,126.9719461,02-3273-1791,"돈 까 스 (1인분) (9,000원), 파스타 (8,000원)",영업시간 월~금 11:00 ~ 21:00,
오월의종 한남점,"제과,베이커리",4.3,138,"서울 용산구 이태원로45길 34
(지번) 한남동 745-11",37.53661006,126.9978458,,"크랜베리바게트 (가격정보 없음), 쑥캄파뉴 (가격정보 없음), 아메리카노 (가격정보 없음), 카푸치노 (가격정보 없음)","월,일요일",
해방촌 혼고,"육류,고기",4.5,91,"서울 용산구 신흥로 89 1층
(지번) 용산동2가 17",37.54564414,126.9854511,070-4067-4624,"부채살 (16,900원), 닭목살 (14,900원), 오늘의 추천 소고기 (19,900원), Single set 소고기+닭고기+하이볼 (39,000원), Double set 소고기 300g+와인1병 (79,000원)","월,수,목 17:00 ~ 22:00",
타크,"멕시칸,브라질",3.5,610,"서울 용산구 대사관로5길 19 1층
(지번) 한남동 685-12",37.53509811,127.0004557,,"포크 (12,000원), 치킨 (13,000원), 비프 (14,000원), 콘립 (8,500원), 피쉬 (14,000원), 타크포크누들 (11,000원)",매일 12:00 ~ 22:00 · 휴게시간 월~목 15:00 ~ 17:00,
까치네,분식,3.6,164,"서울 용산구 청파로45길 18 1층
(지번) 청파동3가 24-71",37.54447092,126.9696757,,"세트（돈까스＋쫄순） (12,000원), 세트（치킨＋쫄순） (12,000원), 세트（쫄순＋치즈알밥） (12,000원), 김치볶음밥 (8,500원), 오징어덮밥 (9,500원), 오므라이스 (8,500원), 쫄순（쫄면사리는 조리와 면따로 비조리로 선택 가능） (8,000원), 순두부 (8,000원), 돈까스 (9,500원), 치즈알밥 (8,500원), 알밥 (8,500원), 사이다355mL (2,000원), 웰치스355mL (2,000원), 콜라355mL (2,000원)",영업시간 매일 11:00 ~ 21:00,
루베이크,"제과,베이커리",4.4,28,"서울 용산구 신흥로11길 50 지하1층
(지번) 용산동2가 18-19",37.54478548,126.9861543,,"캄파뉴 (8,500원)","월,화요일",
로기,와인바,4.5,696,"서울 용산구 한남대로27가길 32 1층 201호
(지번) 한남동 729-91",37.53810373,127.0025679,0502-5551-0026,"6 Course (115,000원), Pound Cake(2pc) (10,000원), Yellow Tail (28,000원), Cabbage (23,000원), Webfoot octopus (25,000원), Mushroom (19,000원), Sausage (23,000원), Fish (42,000원), Beef rib (85,000원), Lamb (39,000원), Prawn pasta (27,000원), Sea urchin pasta (34,000원), Beef Udon (29,000원), Sour Dough (5,000원), Cheese Plater (25,000원), Smoked Ice Cream & Marshmallow (10,000원), Wood Gateau Cake (13,000원)",월요일,
스쿠퍼젤라또,아이스크림,4.8,203,"서울 용산구 한강대로62길 37 1층
(지번) 한강로1가 214",37.53323804,126.9736984,,메뉴 없음,영업시간 매일 12:00 ~ 21:00,
동해안,회,4,21,"서울 용산구 한강대로15길 2-3
(지번) 한강로3가 40-585",37.52587922,126.9641957,02-793-9213,"광어 (중) (50,000원), 도미 (95,000원), 간단안주 (30,000원), 연어회 (30,000원), 소라 (17,000원), 모듬회 기본 (1인) (2,100원), 모듬회 특식 (1인) (26,000원), 모듬회 스페셜 (1인) (31,000원), 모듬회 특사시미 (1인) (40,000원), 대구탕 (10,000원), 알탕 (10,000원), 알대구 (10,000원), 청어구이 (10,000원), 초밥 (13,000원), 회덮밥 (11,000원), 알밥 (9,000원), 전복죽 (15,000원), 생태탕 (변동가격), 생대구 (변동가격), 굴국밥 (겨울메뉴) (11,000원), 물회 (여름메뉴) (19,000원)",영업시간 매일 10:00 ~ 22:00,
야키토리고우,일본식주점,3.6,12,"서울 용산구 이태원로27가길 45 지하1층
(지번) 이태원동 119-17",37.53487705,126.9927899,02-794-7088,메뉴 없음,"월,화,수,목,일 17:00 ~ 01:00",
심야식당기억,일식,4.4,299,"서울 용산구 신흥로 41 1층
(지번) 용산동2가 38-19",37.54220334,126.987251,010-4319-3403,"계절사시미 (2인) (39,000원), 부타가꾸니 (25,000원), 스지어묵탕 (24,000원), 도미마라 (24,000원), 기억솥밥 (26,000원), 고등어봉초밥 (28,000원), 전복아란치니 (20,000원), 새우마라볶음면 (22,000원), 차조기소바 (19,000원), 안키모호소마끼 (21,000원)",월~목 17:00 ~ 24:00,
텅앤그루브조인트,"육류,고기",4.4,17,"서울 용산구 보광로60길 7 1층
(지번) 이태원동 127-15",37.5340685,126.9945514,02-790-7036,"숙성안심 (150g) (59,000원), 숙성등심 (150g) (53,000원), 숙성꽃새우살 (150g) (69,000원), 차돌박이 (200g) (44,000원), 숙성 260 목살 (260g) (29,000원), 숙성 260 삼겹살 (260g) (29,000원), 생양갈비 (250g) (39,000원), 한우 숙성 불고기 (200g) (44,000원), 한우 육회 (39,000원), 매운 볶음 잡채 (28,000원), 8구 계란찜 (9,000원), 임실치즈구이 (13,000원), 한우 해장 전골 라면 (32,000원), 무김치 소고기 볶음밥 (16,000원), 돌솥 비빔밥 (15,000원)",매일 11:30 ~ 22:40,
푸드익스체인지,뷔페,3.4,77,"서울 용산구 청파로20길 95 노보텔 스위트 2층
(지번) 한강로3가 40-969",37.53216815,126.9608842,02-2223-7200,메뉴 없음,영업시간 매일 06:30 ~ 21:30,
소코,칵테일바,3.8,48,"서울 용산구 한남대로20길 47
(지번) 한남동 31-13",37.53489275,127.0094949,02-796-4486,"갈비와 샤프란 보리 리조또 (40,000원), 토마토 비스크 파스타 (30,000원), 프로슈토 봉골레 파스타 (25,000원), 화이트 나폴리탄 (23,000원), 비프 타르타르 샌드 (25,000원), 부채살 육포 (20,000원), 플래터 (30,000원), 곶감과 치즈 (23,000원), 소코 라멘 (20,000원)",매일 19:00 ~ 02:00,
달맥슈퍼,술집,4.7,22,"서울 용산구 녹사평대로54길 7 1층
(지번) 이태원동 704",37.5394038,126.9877005,010-3442-9963,메뉴 없음,"월,화,목,금 16:00 ~ 24:00",
화양연화,"육류,고기",3.2,919,"서울 용산구 한강대로14가길 12
(지번) 한강로3가 65-177",37.52426478,126.9650131,,메뉴 없음,월~금 17:00 ~ 23:00,
장군보쌈,"족발,보쌈",4.3,155,"서울 용산구 새창로45길 29 1층
(지번) 신계동 25-12",37.53482832,126.9638884,02-715-4234,"모듬보쌈 (33,000원), 장군보쌈 (25,000원), 배추보쌈 (25,000원), 생굴보쌈 (25,000원), 쟁반국수 (13,000원)",영업시간 월~토 12:00 ~ 22:00 · 휴게시간 월~토 15:00 ~ 18:00,
고가길9공탄,"육류,고기",3,95,"서울 용산구 백범로99길 48-1 1층
(지번) 한강로1가 252-2",37.53605637,126.9721608,,"삼겹살 (200g) (17,000원), 항정살 (200g) (17,000원), 생목살 (200g) (14,000원), 돼지갈비 (300g) (13,000원), 차돌박이 (150g) (22,000원), 김치볶음밥 (5,000원)",월~금 17:00 ~ 22:30,
우소츠케,일식,4.6,80,"서울 용산구 한강대로62나길 14 1층
(지번) 용산동3가 1-68",37.5343059,126.9745027,02-792-1017,"사시미(2인) (36,000원), 전갱이 나메로우 (18,000원), 사시미 고마아에 (19,000원), 훈연 시메사비 (23,000원), 훈연 삼치 (20,000원), 코모레마끼 (25,000원), 닭다릿살 와라야끼 (16,000원), 닭내장구이 (15,000원), 닭목살 스미야끼 (15,000원), 이베리코 목살 미소야끼 (19,000원), 메로 유란야끼 (25,000원), 금태구이+마라소스 (45,000원), 꽃게내장파스타 (23,000원), 함박과 나폴리탄 (18,000원), 생선튀김 (18,000원), 토마토나베 (25,000원), 산토리 하이볼 (9,000원), 제임슨 하이볼 (9,000원), 치타 하이볼 (16,000원), 한라산 소주 (6,000원)",매일 17:30 ~ 01:00,
S.caf,카페,3.4,139,"서울 용산구 소월로26길 12 아르테소월 3층
(지번) 용산동2가 14-3",37.54540367,126.987063,010-2238-7912,메뉴 없음,매일 12:00 ~ 24:00,
신머이쌀국수 본점,베트남음식,3.9,47,"서울 용산구 청파로45길 9 1층
(지번) 청파동3가 24-44",37.54420037,126.9701007,0507-1332-6175,"삼계탕 보다 맛있는특허받은 닭반마리쌀국수 (10,900원), 설렁탕 보다 맛있는 소고기쌀국수 (10,900원), 마라탕같은 베트남 북부 사파쌀국수 (14,900원), 얼큰 곱창깐양 쌀국수 (15,900원), 곱창깐양 북부사파 쌀국수 (15,900원), 분짜 (15,900원), 고수추가 (1,100원), 훈제 오리고기 반미 (8,000원), 불고기돼지고기 반미 (8,000원), 꿔이 (1,500원), 짜조 (6,900원), 새우링 (6,900원), 감자말이 새우 (6,900원), 치킨텐더 (6,900원), 베트남 1등 음료 （레몬＋녹차） 455mL (3,500원), 콜라 500mL (3,000원), 사이다 500mL (3,000원), 해산물 쌀국수（일본 수산물은 사용하지 않습니다） (13,900원), 얼큰 해산물 쌀국수 (13,900원)",영업시간 월~금 10:00 ~ 22:00,
이화국시,국수,4.4,13,"서울 용산구 이태원로 143-9 1층
(지번) 이태원동 57-1",37.5345655,126.9894389,,"칼국수 (7,000원), 잔치국수 (5,000원), 떡 라면 (4,500원), 닭발 (15,000원), 김치전 (6,000원), 소주 (3,500원), 맥주 (4,500원), 막걸리 (3,000원), 인생막걸리 (3,500원), 부추전 (8,000원), 미니만두 (8,000원)",,
